WHO region	ITZ	COUNTRY/AREA/TERRITORY	COUNTRY_CODE	ORIGIN_SOURCE	ISO_YEAR	ISO_WEEK	ISO_SDATE	SPEC_RECEIVED_NB	SPEC_PROCESSED_NB	AH1	AH1N12009	AH3	AH5	ANOTSUBTYPED	INF_A	BVIC	BYAM	BNOTDETERMINED	INF_B	INF_ALL	INF_NEGATIVE	ILI_ACTIVITY
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2015	6	2015-02-01T21:00:00.000Z	1	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2016	36	2016-09-04T21:00:00.000Z	1	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2016	52	2016-12-25T21:00:00.000Z	3	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	1	2017-01-01T21:00:00.000Z	12	12												12	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	2	2017-01-08T21:00:00.000Z	7	7												7	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	3	2017-01-15T21:00:00.000Z	17	17									1	1	1	16	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	4	2017-01-22T21:00:00.000Z	42	42		2				2			3	3	5	37	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	5	2017-01-29T21:00:00.000Z	82	77					1	1					1	76	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	6	2017-02-05T21:00:00.000Z	72	72					2	2			1	1	3	69	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	7	2017-02-12T21:00:00.000Z	60	60		1			5	6			2	2	8	52	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	8	2017-02-19T21:00:00.000Z	76	73		5			2	7			3	3	10	63	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	9	2017-02-26T21:00:00.000Z	61	61		4			2	6			2	2	8	53	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	10	2017-03-05T21:00:00.000Z	79	79		2			2	4			7	7	11	68	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	11	2017-03-12T21:00:00.000Z	65	65		6			3	9					9	56	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	12	2017-03-19T21:00:00.000Z	53	53		2			4	6					6	47	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	13	2017-03-26T21:00:00.000Z	42	40					3	3			2	2	5	35	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	14	2017-04-02T21:00:00.000Z	41	40					1	1			2	2	3	37	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	15	2017-04-09T21:00:00.000Z	44	43					2	2			1	1	3	40	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	16	2017-04-16T21:00:00.000Z	45	45					6	6			2	2	8	37	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	17	2017-04-23T21:00:00.000Z	54	52		1			2	3			3	3	6	46	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	18	2017-04-30T21:00:00.000Z	47	46		3			2	5			4	4	9	37	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	19	2017-05-07T21:00:00.000Z	35	34		4			3	7			5	5	12	22	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	20	2017-05-14T21:00:00.000Z	39	38		6			1	7			3	3	10	28	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	21	2017-05-21T21:00:00.000Z	32	32		2				2			1	1	3	29	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	22	2017-05-28T21:00:00.000Z	30	29		1			2	3					3	26	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	23	2017-06-04T21:00:00.000Z	49	49		11			2	13			2	2	15	34	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	24	2017-06-11T21:00:00.000Z	49	48		7			4	11			3	3	14	34	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	25	2017-06-18T21:00:00.000Z	48	47		4			3	7			4	4	11	36	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	26	2017-06-25T21:00:00.000Z	40	40		2			6	8			2	2	10	30	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	27	2017-07-02T21:00:00.000Z	28	28		1			5	6			3	3	9	18	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	28	2017-07-09T21:00:00.000Z	27	27		1			1	2			1	1	3	24	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	29	2017-07-16T21:00:00.000Z	22	22					1	1			1	1	2	20	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	30	2017-07-23T21:00:00.000Z	29	28					1	1			5	5	6	22	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	31	2017-07-30T21:00:00.000Z	36	36					1	1			1	1	2	34	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	32	2017-08-06T21:00:00.000Z	56	56					3	3			3	3	6	50	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	33	2017-08-13T21:00:00.000Z	43	43		2			8	10			1	1	11	32	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	34	2017-08-20T21:00:00.000Z	58	58		1			5	6			1	1	7	51	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	35	2017-08-27T21:00:00.000Z	45	43		2			4	6					6	37	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	36	2017-09-03T21:00:00.000Z	47	46		6			5	11					11	35	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	37	2017-09-10T21:00:00.000Z	31	30		2			3	5					5	25	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	38	2017-09-17T21:00:00.000Z	39	39		4			2	6					6	33	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	39	2017-09-24T21:00:00.000Z	50	50		12				12			3	3	15	35	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	40	2017-10-01T21:00:00.000Z	43	43		6			2	8			1	1	9	34	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	41	2017-10-08T21:00:00.000Z	56	56		11			2	13			1	1	14	42	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	42	2017-10-15T21:00:00.000Z	77	76		19			4	23					23	53	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	43	2017-10-22T21:00:00.000Z	75	75		21			1	22			2	2	24	51	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	44	2017-10-29T21:00:00.000Z	109	109		32			4	36			3	3	39	70	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	45	2017-11-05T21:00:00.000Z	104	104		31			2	33			2	2	35	69	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	46	2017-11-12T21:00:00.000Z	101	99		31			6	37			4	4	41	58	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	47	2017-11-19T21:00:00.000Z	121	118		30			7	37			9	9	46	72	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	48	2017-11-26T21:00:00.000Z	139	134		31			6	37			5	5	42	92	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	49	2017-12-03T21:00:00.000Z	143	139		30			8	38			4	4	42	97	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	50	2017-12-10T21:00:00.000Z	140	135		20			7	27			7	7	34	101	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	51	2017-12-17T21:00:00.000Z	155	154		13			9	22			25	25	47	107	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2017	52	2017-12-24T21:00:00.000Z	136	135		16			11	27			14	14	41	94	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	1	2017-12-31T21:00:00.000Z	140	139		9			7	16			19	19	35	104	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	2	2018-01-07T21:00:00.000Z	109	107		7			4	11			7	7	18	89	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	3	2018-01-14T21:00:00.000Z	114	114		10			6	16			11	11	27	87	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	4	2018-01-21T21:00:00.000Z	110	109		4			7	11			9	9	20	89	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	5	2018-01-28T21:00:00.000Z	128	125		2			4	6			12	12	18	107	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	6	2018-02-04T21:00:00.000Z	196	191		7			8	15			20	20	35	156	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	7	2018-02-11T21:00:00.000Z	203	201		5			5	10			31	31	41	160	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	8	2018-02-18T21:00:00.000Z	141	137		1			6	7			16	16	23	114	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	9	2018-02-25T21:00:00.000Z	235	229					14	14			19	19	33	196	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	10	2018-03-04T21:00:00.000Z	257	250		2			9	11			20	20	31	219	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	11	2018-03-11T21:00:00.000Z	236	230		7			2	9			16	16	25	205	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	12	2018-03-18T21:00:00.000Z	234	222		2			8	10			9	9	19	203	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	13	2018-03-25T21:00:00.000Z	210	204		6			2	8			9	9	17	187	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	14	2018-04-01T21:00:00.000Z	165	160		1			3	4			17	17	21	139	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	15	2018-04-08T21:00:00.000Z	194	182					7	7			13	13	20	162	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	16	2018-04-15T21:00:00.000Z	157	152		1			10	11			14	14	25	127	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	17	2018-04-22T21:00:00.000Z	124	121					10	10			9	9	19	102	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	18	2018-04-29T21:00:00.000Z	148	144		4			7	11			8	8	19	125	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	19	2018-05-06T21:00:00.000Z	143	139		2			5	7			2	2	9	130	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	20	2018-05-13T21:00:00.000Z	135	130		4			5	9			3	3	12	118	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	21	2018-05-20T21:00:00.000Z	118	116		1			4	5			1	1	6	110	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	22	2018-05-27T21:00:00.000Z	138	137		2			2	4			1	1	5	132	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	23	2018-06-03T21:00:00.000Z	132	128		1			10	11			1	1	12	116	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	24	2018-06-10T21:00:00.000Z	148	141		2			6	8			1	1	9	132	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	25	2018-06-17T21:00:00.000Z	140	134		1			5	6			1	1	7	127	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	26	2018-06-24T21:00:00.000Z	103	98		1			3	4			4	4	8	90	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	27	2018-07-01T21:00:00.000Z	87	83					5	5					5	78	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	28	2018-07-08T21:00:00.000Z	105	103					6	6					6	97	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	29	2018-07-15T21:00:00.000Z	82	80		1			2	3					3	77	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	30	2018-07-22T21:00:00.000Z	107	101					1	1					1	100	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	31	2018-07-29T21:00:00.000Z	101	99		1				1			1	1	2	97	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	32	2018-08-05T21:00:00.000Z	97	88		2			2	4					4	84	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	33	2018-08-12T21:00:00.000Z	96	91					5	5			1	1	6	85	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	34	2018-08-19T21:00:00.000Z	117	102		4			6	10			5	5	15	87	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	35	2018-08-26T21:00:00.000Z	153	147		1			12	13			5	5	18	129	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	36	2018-09-02T21:00:00.000Z	129	124		2			6	8			1	1	9	115	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	37	2018-09-09T21:00:00.000Z	155	154		4			8	12					12	142	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	38	2018-09-16T21:00:00.000Z	114	113		4			7	11			1	1	12	100	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	39	2018-09-23T21:00:00.000Z	136	133					7	7			2	2	9	124	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	40	2018-09-30T21:00:00.000Z	128	125		1			11	12			1	1	13	112	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	41	2018-10-07T21:00:00.000Z	138	136		7			10	17			7	7	24	112	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	42	2018-10-14T21:00:00.000Z	172	171		16			24	40			3	3	43	128	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	43	2018-10-21T21:00:00.000Z	185	176		16			18	34			8	8	42	134	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	44	2018-10-28T21:00:00.000Z	228	226		7			24	31			3	3	34	192	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	45	2018-11-04T21:00:00.000Z	237	233		13			23	36			7	7	43	190	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	46	2018-11-11T21:00:00.000Z	257	254		16			31	47			10	10	57	197	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	47	2018-11-18T21:00:00.000Z	320	315		28			51	79			5	5	84	231	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	48	2018-11-25T21:00:00.000Z	292	282		16			22	38			3	3	41	241	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	49	2018-12-02T21:00:00.000Z	335	326		29			26	55			5	5	60	266	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	50	2018-12-09T21:00:00.000Z	309	304		21			25	46			4	4	50	254	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	51	2018-12-16T21:00:00.000Z	270	268		7			23	30			9	9	39	229	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2018	52	2018-12-23T21:00:00.000Z	244	235		8			19	27			4	4	31	204	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	1	2018-12-30T21:00:00.000Z	310	309		15			21	36			6	6	42	267	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	2	2019-01-06T21:00:00.000Z	244	240		13			18	31			6	6	37	203	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	3	2019-01-13T21:00:00.000Z	316	305		27			13	40			6	6	46	259	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	4	2019-01-20T21:00:00.000Z	277	273		25			15	40			4	4	44	228	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	5	2019-01-27T21:00:00.000Z	344	336		19			26	45			9	9	54	282	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	6	2019-02-03T21:00:00.000Z	350	344		24			10	34			16	16	50	294	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	7	2019-02-10T21:00:00.000Z	336	334		21			15	36			15	15	51	283	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	8	2019-02-17T21:00:00.000Z	355	340		20			21	41			15	15	56	283	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	9	2019-02-24T21:00:00.000Z	408	398		29			20	49			17	17	66	332	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	10	2019-03-03T21:00:00.000Z	336	333		18			14	32			25	25	57	276	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	11	2019-03-10T21:00:00.000Z	339	330		22			15	37			24	24	61	269	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	12	2019-03-17T21:00:00.000Z	341	336		28			12	40			25	25	65	271	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	13	2019-03-24T21:00:00.000Z	293	289		22			16	38			21	21	59	230	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	14	2019-03-31T21:00:00.000Z	331	322		18			21	39			22	22	61	261	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	15	2019-04-07T21:00:00.000Z	305	298		36			8	44			26	26	70	228	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	16	2019-04-14T21:00:00.000Z	303	299		19			9	28			22	22	50	249	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	17	2019-04-21T21:00:00.000Z	266	263		15			5	20			20	20	40	222	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	18	2019-04-28T21:00:00.000Z	255	249		17			6	23			5	5	28	221	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	19	2019-05-05T21:00:00.000Z	207	201		8			10	18			9	9	27	174	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	20	2019-05-12T21:00:00.000Z	191	190		8			6	14			7	7	21	169	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	21	2019-05-19T21:00:00.000Z	221	216		10			8	18			8	8	26	190	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	22	2019-05-26T21:00:00.000Z	193	190		13			4	17			1	1	18	172	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	23	2019-06-02T21:00:00.000Z	181	177		7			4	11			7	7	18	159	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	24	2019-06-09T21:00:00.000Z	218	217		9			2	11			7	7	18	199	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	25	2019-06-16T21:00:00.000Z	187	186		7			3	10			6	6	16	170	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	26	2019-06-23T21:00:00.000Z	137	136		1				1			8	8	9	127	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	27	2019-06-30T21:00:00.000Z	160	154									4	4	4	150	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	28	2019-07-07T21:00:00.000Z	150	147									2	2	2	145	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	29	2019-07-14T21:00:00.000Z	155	153		2				2			3	3	5	148	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	30	2019-07-21T21:00:00.000Z	170	163		3			2	5			1	1	6	157	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	31	2019-07-28T21:00:00.000Z	151	147		3				3			1	1	4	143	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	32	2019-08-04T21:00:00.000Z	168	165		12			4	16			1	1	17	148	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	33	2019-08-11T21:00:00.000Z	315	286		35			6	41			9	9	50	236	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	34	2019-08-18T21:00:00.000Z	217	210		21			5	26			2	2	28	182	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	35	2019-08-25T21:00:00.000Z	166	165		13			5	18			1	1	19	146	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	36	2019-09-01T21:00:00.000Z	180	178		11			4	15			4	4	19	159	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	37	2019-09-08T21:00:00.000Z	162	158		14			2	16			2	2	18	140	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	38	2019-09-15T21:00:00.000Z	151	149		11	1		4	16			4	4	20	129	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	39	2019-09-22T21:00:00.000Z	227	221		10			4	14			10	10	24	197	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	40	2019-09-29T21:00:00.000Z	201	194		10			6	16			13	13	29	165	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	41	2019-10-06T21:00:00.000Z	170	167		15			4	19			19	19	38	129	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	42	2019-10-13T21:00:00.000Z	218	214		17			16	33			18	18	51	163	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	43	2019-10-20T21:00:00.000Z	261	256		29			31	60			22	22	82	174	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	44	2019-10-27T21:00:00.000Z	315	304		31			48	79			19	19	98	206	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	45	2019-11-03T21:00:00.000Z	318	311		31			54	85			25	25	110	201	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	46	2019-11-10T21:00:00.000Z	376	367		47			65	112			25	25	137	230	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	47	2019-11-17T21:00:00.000Z	390	378		37			56	93			26	26	119	259	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	48	2019-11-24T21:00:00.000Z	381	371		53			39	92			25	25	117	254	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	49	2019-12-01T21:00:00.000Z	375	367		42			54	96			27	27	123	244	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	50	2019-12-08T21:00:00.000Z	368	356		30			26	56			22	22	78	278	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	51	2019-12-15T21:00:00.000Z	429	418		44			35	79			17	17	96	322	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2019	52	2019-12-22T21:00:00.000Z	342	331		31			33	64			11	11	75	255	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	1	2019-12-29T21:00:00.000Z	313	305		24			26	50			10	10	60	245	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	2	2020-01-05T21:00:00.000Z	309	297		29			15	44			8	8	52	245	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	3	2020-01-12T21:00:00.000Z	322	312		18			11	29			5	5	34	278	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	4	2020-01-19T21:00:00.000Z	344	324		23			16	39			8	8	47	277	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	5	2020-01-26T21:00:00.000Z	359	342		30			12	42			16	16	58	284	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	6	2020-02-02T21:00:00.000Z	304	288		14			13	27			7	7	34	254	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	7	2020-02-09T21:00:00.000Z	342	328		12			12	24			8	8	32	296	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	8	2020-02-16T21:00:00.000Z	336	323		23			7	30			9	9	39	283	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	9	2020-02-23T21:00:00.000Z	354	327		22			9	31			10	10	41	285	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	10	2020-03-01T21:00:00.000Z	388	354		20			14	34			14	14	48	306	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	11	2020-03-08T21:00:00.000Z	424	344	2	5			7	14			21	21	35	311	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	12	2020-03-15T21:00:00.000Z	355	214									12	12	12	202	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	13	2020-03-22T21:00:00.000Z	216	92												92	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	14	2020-03-29T21:00:00.000Z	105	22												22	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	15	2020-04-05T21:00:00.000Z	73	12												12	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	16	2020-04-12T21:00:00.000Z	40	18												18	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	17	2020-04-19T21:00:00.000Z	30	15												15	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	18	2020-04-26T21:00:00.000Z	8	4												4	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	19	2020-05-03T21:00:00.000Z	4	2												2	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	20	2020-05-10T21:00:00.000Z	12	9												9	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	21	2020-05-17T21:00:00.000Z	10	6												6	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	22	2020-05-24T21:00:00.000Z	12	7												7	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	23	2020-05-31T21:00:00.000Z	11	6												6	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	24	2020-06-07T21:00:00.000Z	3	3												3	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	25	2020-06-14T21:00:00.000Z	4	2												2	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	26	2020-06-21T21:00:00.000Z	2	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	27	2020-06-28T21:00:00.000Z	3	3												3	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	28	2020-07-05T21:00:00.000Z	3	2												2	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	29	2020-07-12T21:00:00.000Z	1	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	30	2020-07-19T21:00:00.000Z	1														1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	31	2020-07-26T21:00:00.000Z	1														1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	33	2020-08-09T21:00:00.000Z	1	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	36	2020-08-30T21:00:00.000Z	1	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	37	2020-09-06T21:00:00.000Z	2	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	38	2020-09-13T21:00:00.000Z	1	1												1	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	39	2020-09-20T21:00:00.000Z	2	2												2	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	40	2020-09-27T21:00:00.000Z	5	4									1	1	1	3	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	41	2020-10-04T21:00:00.000Z	22	15												15	1
EMR	Western Asia	Saudi Arabia	SAU	SENTINEL	2020	42	2020-10-11T21:00:00.000Z	22	16												16	1
